text,class
يا صطوفة يا معلم ابعثهم الكل,tunisia
احلا جعفور ولد بلادي ولد مدنين ام التمر بلابيه الضحكة ما تحلا,tunisia
بزاف,morocco
شكل واشنطن اتخلت عن أسدنا وشبله حتى صوته مابقاش ظاهر,egypt
عجبني الستيكوم,tunisia
سورة الكهف حتى هي  تجنبك,algeria
الموضوع بيلمح لتلفيقه للسيد المحافظ لان المحافظ اكيد قدم للبلد اشياء كثيرة بناء على زلك تم اختياره لعمله لايمكن ان تتساوى مع هذا الخطأ الذى ربمايكون غير موجود علشان كده الموضوع شكله فيه خفايا لايعلمها الا اولا المحافظ ومن بعده اجهزة الامن؟؟؟؟؟؟؟؟؟؟؟,egypt
برافوووووو حلقة عالمية,tunisia
 : احححح على جمالها المتناكة  ونضافة .  ابطها - المشعر. هو ده الابط المشعر اللي ماتشبعش من لعقه وشم ريحية عرقة احححح ,egypt
تفكرت الهدرة تاع وليد عمي قلت نشريه كان ﻟﭙﺮي تاعو ماشي غالي,algeria
عندك الحق راو كيلومترات,algeria
ديجا تخرج على الخمسة و نص تخرج في الليل ما توصل جوايه الستة و نص السبعة ما تقدرش تحفض,algeria
سي,algeria
سي عبد الفتاح معلم يستاهل طيارة لا الطيارة شويه عليه،،،معلم,tunisia
اه قالت ليها كتضيقها من هنا و من هنا,morocco
قحبة  من الدرجة الرفيعة,tunisia
بدل ماتدفعوا عن الخطأ تذكروا كيف كان الاهلى يتعامل مع أخطاء التوأم قبل أصدار أى عقوبات من أتحاد الكرة كان سباق بالعقاب رغم أنهم كانو من أهم لاعبى مصر والاهلى مش طلاعين تدفعوا عن أخطاء لاعبين لم يعطوا للنادى لاى أنجاز 0000000 يتكم نيله تخدكم وتنظف البلد منكم 0000,egypt
قالت لي لبسي لي بغيتي مكتعجبينيش,morocco
بصح إن شاء الله غادي تاخدي البكالوريا,morocco
لازم الواحد يموتيفيهم,algeria
تصرفات الزملكاوية وخاصة ابراهيم حسن كشفت الوجه القبيح للمصريين كما قال أمير سعيود فهم جمهور بلطجي همجي يا لطيف عكس الجمهور الجزائري المتحضر يا أبناء الحقارة و ليس الحضارة ياريت المصريين يتعقلوا و يعترفوا بهجومهم على الباص الجزائري فهم همجيون بشهادة العالم و عقوبات الفيفا القاسية في لنتظارهم و الجزائريون أسيادهم,egypt
برافو  شكيب,tunisia
كيفماه حلفت,algeria
مرتو حتان داوها للطبيب,algeria
روح شوفو اخوانا في قطااع غزة وفي افغانستان والباكستان,egypt
بالرسمي ممثلة و علاها الكلام تعجبني وقت لي تحكي تحسها عندها منطق و توزن في كلامها,tunisia
بس فيه فكرة لو الاتصالات تشارك في معرض الكتاب,egypt
و بديتي تحفظي ولا مازلتي,algeria
معلم يعتك الصحة,tunisia
مشي قضية أكاك,algeria
لا كل من لعب كورة لعيب,egypt
ومنين جاو هادو ؟,morocco
اتحاد مصر الحر اللى يدافع عن حقوق عمال مصر لصالح العمال,egypt
لالا ما جاتش جات الأحد لي فات أومبعد ما زادتش جات,algeria
دخلو دخلو دغيا,morocco
قادر يكون تالت يوم قادر يكون رابع يوم راهم هدرو بصح الصح مشو باين درك ماما أي لتم درك تفهم الصح,algeria
اه هذا يعني ما كاين لاش تقلقي المحاسبة ومن بعد تكملي الماستر التاني الرياضيات والاعلام الالي ما شاء الله,morocco
راني نحيت لك لابﻮس من اﻟﭙﻮرتابل تاعك,algeria
تعجبني برامج انتاعك الكل تبدع فيها موش رمي ورود لكن الحقبقة اما بابنسبة المفيدة الليلة كانت ضعيفة الشخصية في مواجهة مشكلتها علما وانك فدمتها في صورة المراة القوية من قبل ايضا بيرم في الاول رجلة وبعد اصبح يهدد في والدته..المهم برامجك حلوين برشا وابدعت فيهم,tunisia
والله رجالة يا منصورة .. يكفي أن الأمن المركزي بأعداد كبيرة من الجنود يوميا عالله واقف أمام بوابات جامعة المنصورة خايفين من شبابها ..,egypt
قداه من بﺎج كتبتي,algeria
المرة اللولا نشوف وجهك هكا,algeria
أ يوما زوز نسا وحدهم في دوار يخليوهم ترانكيل,algeria
أني على بالي أ مدام,algeria
راه تقبلت ف الفريق ديل المدرسة,morocco
معلمة شمطاء اسمعي كاش جديد,algeria
جماهيرك البيضاء فداك يا بطل وخلى نفسك طويل انت لسة قدامك معركة طويلة وطبعا قدها وقدود يا بطل مصر,egypt
لا كانت محطوطة عندي في البيت,morocco
نوار و بلون,algeria
نعلن الله عليكم,tunisia
بالصح عقد مع الخواص,morocco
"""ظ"" مش ""ض""  يا جاااهل انت وو الليي حاطك",tunisia
عيب  عليك  حتىى  تضهر   في  التلفزة  ما  تستحيش  على  نفسك   انك  في  بلد  مسلم  وكل  من  يتعاطف  معك  مثلك,tunisia
سمعتها أوندري زعمة انت تهدري و تقولينا أحنا لالا أسكتو,algeria
اليوم كنت في ألجي حسيت روحي جيت من الدوار,algeria
ﻳقﻠﻚ ربي ما يعدبش العباد على الدنوب و انما على الجهر بالدنوب,algeria
إما أنا كان ولد عمي متيبغيش يجي عندا ل الدار,morocco
قالت لكم هي راها هنا وغادي تعرض عليها وعلى راجلها دبا,morocco
على فكرة انا كنت ف الحفله والاغنيه دى كانت الاغنيه الوحيده الشعبيه اللى ف الحفله وكانت قبل ما حماقى يجيى,egypt
ايه لحقني قريتو الصباح جوست كي قريتو عيطتلك,algeria
لالا دوك دوك  لالا دوك كانت تحكيلي دوك قالتلي راني رايحة عند فاطمة الزهرة و كانت تحوس على النيميرو تاع مفيدة ما لقاتوش,algeria
اه عردت عليها سمعي إلى عيطات ليك ولا شي حاجة بحال هكدا سوليها واش عندها شي كساوي ل لكرى قد لاطاي ديل أماني,morocco
بظبط كده و ده الاختصار للاحساس الخرا اللي بعمله في نفسي  ”أنا آسف لنفسي على كُل اللّى عملتُه,egypt
باه تقرينا كور في باجي مختار,algeria
صحاب ليه كهو مريم سرباي,morocco
اه قاوي التام أدا و أنفيتاتها خطراه خدموه كيغير,algeria
ايه أقسم بالله دوك لابسة العبايا البارح كانت رايحة ما قعدتش,algeria
أنا وحدة من الناس نقرا في الليسي مشني لاقية حسابي,algeria
هاووو الجو بيدو محلاكم و ربي يخليكم,tunisia
شفتي دكشي بنتك عرفة وخا هي ماشي زوينة ولكن بنتك حسن,morocco
أنا ﻧقﻠﮭﺎ عايشة أني مريضة و هي ﺗقال لي روحي برك,algeria
كنت كنزور بنت الجيران و أنا صغيرة و هوما من البحرين,morocco
واسمني رشيدة,algeria
ناس بداو تيتباكاو وبديت تنهدر ب نفعل بحال إلى تنهدي الناس,morocco
عييت بزاف ليوم,morocco
قالت له رفعت لي صبعها و خرجتها تكتب في الطابلو جيت نشوف لقيتها لابسة واحد عالي قاع,algeria
بالك غدوة نجيك بكري ماو نقراو على الطناش و نص,algeria
والله ما درتلها حتى حاجة ما درتلها والو ربي لي يشهد,algeria
والله ما على بالي ﻟقﻴﺘﻴﻨﻲ حايرة,algeria
ملك جمال لبنان فاش عطاوها التاج كانت لابسة كسوة بحل هادي ب نفسه الشكل,morocco
ممثلة من الوزن الثقيل,tunisia
القرارات التي يجب على اتحاد الكوسة المصري بالجبلاية بعد فضيحة ماتش الزمالك والشرطة هي : 1- شطب اسم ابراهيم حسن 2- ايقاف حازم امام لنهاية الموسم 3- ايقاف علاء علي لمدة عام لتعمده اثارة الشغب بعد المباراة 3- ايقاف جماهير الزمالك لنهاية الموسم واستكمال ما تبقى في الدوري بدون جمهور 4- توقيع الغرامات المالية على نادي الزمالك لاصلاح المدرجات التي تم اتلافها في ستاد القاهرة بواسطة جماهيره 5- توجيه انذار لحسام حسن بعدم الاعتراض على الحكام والا سيتم ايقافه حسب لوائح الاتحاد,egypt
